ProductId,NewUnitPrice
982,41.870000
983,62.190000
984,19.300000
985,93.630000
986,.440000
987,81.610000
988,54.020000
989,27.590000
990,34.990000
991,43.110000
992,28.670000
993,76.100000
994,50.260000
995,48.060000
996,19.250000
997,40.220000
998,46.790000
999,58.010000
1000,82.340000
1001,32.790000
1002,96.180000
1003,21.210000
1004,89.740000
1005,36.500000
1006,27.250000
1007,54.360000
1008,4.330000
1009,104.830000
1010,52.740000
1011,83.080000
1012,98.550000
1013,26.410000
1014,81.080000
1015,51.740000
1016,22.580000
1017,54.030000
1018,60.690000
1019,29.540000
1020,46.390000
1021,52.400000
1022,6.620000
1023,40.990000
1024,29.380000
1025,78.040000
1026,8.990000
1027,6.350000
1028,71.650000
1029,74.540000
1030,22.190000
1031,89.070000
1032,103.990000
1033,34.150000
1034,27.280000
1035,98.230000
1036,81.440000
1037,25.080000
1038,88.760000
1039,84.280000
1040,16.720000
1041,30.570000
1042,103.370000
1043,61.870000
1044,80.030000
1045,3.820000
1046,52.780000
1047,64.500000
1048,67.670000
1049,58.810000
1050,48.880000
1051,18.480000
1052,93.590000
1053,88.560000
1054,101.300000
1055,59.460000
1056,1.850000
1057,102.330000
1058,35.720000
1059,29.800000
1060,86.810000
1061,29.260000
1062,44.540000
1063,67.150000
1064,44.370000
1065,7.700000
1066,43.470000
1067,43.580000
1068,39.410000
1069,37.350000
1070,18.310000
1071,9.280000
1072,47.200000
1073,22.770000
1074,9.000000
1075,69.540000
1076,29.350000
1077,66.590000
1078,4.230000
1079,88.500000
1080,7.510000
1081,66.220000
1082,92.210000
1083,32.210000
1084,82.600000
1085,92.730000
1086,29.250000
1087,37.180000
1088,57.020000
1089,54.100000
1090,96.940000
1091,25.520000
1092,32.940000
1093,14.350000
1094,97.990000
1095,22.630000
1096,83.980000
1097,83.810000
1098,95.950000
1099,68.270000
1100,23.230000
1101,62.190000
1102,2.010000
1103,88.360000
1104,40.240000
1105,64.530000
1106,26.490000
1107,87.200000
1108,12.640000
1109,5.400000
1110,20.620000
1111,40.450000
1112,69.520000
1113,17.280000
1114,59.170000
1115,85.470000
1116,84.260000
1117,25.610000
1118,99.120000
1119,37.190000
1120,23.800000
1121,38.810000
1122,25.120000
1123,32.100000
1124,62.250000
1125,100.200000
1126,2.180000
1127,93.150000
1128,101.060000
1129,40.400000
1130,13.370000
1131,31.610000
1132,78.610000
1133,95.850000
1134,5.990000
1135,24.980000
1136,53.070000
1137,27.090000
1138,40.470000
1139,37.920000
1140,92.750000
1141,3.310000
1142,24.090000
1143,5.380000
1144,18.140000
1145,16.680000
1146,51.950000
1147,4.290000
1148,94.290000
1149,81.920000
1150,74.130000
1151,52.930000
1152,15.820000
1153,65.250000
1154,69.730000
1155,76.670000
1156,44.280000
1157,63.650000
1158,56.180000
1159,47.700000
1160,67.030000
1161,87.920000
1162,75.860000
1163,16.350000
1164,10.240000
1165,31.800000
1166,48.230000
1167,6.480000
1168,52.410000
1169,57.790000
1170,70.500000
1171,38.310000
1172,33.900000
1173,44.710000
1174,92.070000
1175,37.820000
1176,27.450000
1177,55.520000
1178,2.850000
1179,55.640000
1180,39.480000
1181,60.460000
1182,31.710000
1183,100.940000
1184,90.210000
1185,29.160000
1186,71.340000
1187,53.260000
1188,58.000000
1189,101.630000
1190,83.790000
1191,46.560000
1192,93.500000
1193,45.590000
1194,43.120000
1195,63.880000
1196,27.090000
1197,30.670000
1198,75.730000
1199,35.760000
1200,40.830000
1201,58.310000
1202,21.380000
1203,98.900000
1204,85.010000
1205,56.600000
1206,25.460000
1207,66.320000
1208,71.610000
1209,58.380000
1210,97.710000
1211,89.370000
1212,48.410000
1213,62.800000
1214,50.200000
1215,94.990000
1216,39.870000
1217,76.410000
1218,9.230000
1219,6.640000
1220,64.320000
1221,54.600000
1222,41.020000
1223,24.210000
1224,39.820000
1225,34.210000
1226,35.230000
1227,65.490000
1228,16.070000
1229,10.530000
1230,22.970000
1231,85.300000
1232,41.650000
1233,94.870000
1234,28.040000
1235,90.200000
1236,1.970000
1237,63.860000
1238,87.470000
1239,37.080000
1240,42.910000
1241,43.450000
1242,79.910000
1243,89.990000
1244,9.420000
1245,90.230000
1246,62.500000
1247,82.450000
1248,47.250000
1249,88.690000
1250,45.190000
1251,22.340000
1252,85.860000
1253,100.840000
1254,73.230000
1255,50.260000
1256,63.760000
1257,26.130000
1258,91.270000
1259,59.550000
1260,72.320000
1261,8.960000
1262,52.710000
1263,46.560000
1264,87.170000
1265,90.680000
1266,22.220000
1267,94.110000
1268,46.500000
1269,52.300000
1270,3.650000
1271,60.090000
1272,104.940000
1273,25.140000
1274,20.480000
1275,27.130000
1276,4.550000
1277,44.840000
1278,93.220000
1279,61.160000
1280,38.730000
1281,81.290000
1282,79.360000
1283,87.430000
1284,38.860000
1285,96.630000
1286,71.890000
1287,103.950000
1288,70.330000
1289,11.640000
1290,80.510000
1291,46.160000
1292,17.900000
1293,85.320000
1294,88.530000
1295,102.740000
1296,103.050000
1297,46.010000
1298,47.200000
1299,12.980000
1300,37.740000
1301,8.350000
1302,65.950000
1303,28.430000
1304,81.860000
1305,38.490000
1306,85.190000
1307,25.550000
1308,39.810000
1309,44.210000
1310,47.180000
1311,14.900000
1312,69.690000
1313,21.830000
1314,89.650000
1315,88.340000
1316,48.410000
1317,16.220000
1318,103.920000
1319,52.640000
1320,98.740000
1321,104.790000
1322,22.400000
1323,80.220000
1324,58.680000
1325,33.200000
1326,66.770000
1327,60.810000
1328,21.300000
1329,50.950000
1330,25.870000
1331,56.090000
1332,13.910000
1333,52.130000
1334,30.680000
1335,16.500000
1336,2.150000
1337,17.060000
1338,86.330000
1339,57.170000
1340,48.000000
1341,64.070000
1342,43.750000
1343,93.770000
1344,35.350000
1345,37.640000
1346,5.830000
1347,49.020000
1348,16.180000
1349,61.550000
1350,.050000
1351,49.070000
1352,89.720000
1353,38.190000
1354,57.180000
1355,104.770000
1356,49.610000
1357,3.620000
1358,52.970000
1359,52.340000
1360,17.200000
1361,58.960000
1362,86.900000
1363,6.030000
1364,77.270000
1365,65.270000
1366,59.170000
1367,68.620000
1368,97.810000
1369,48.480000
1370,95.810000
1371,75.370000
1372,12.740000
1373,33.680000
1374,80.850000
1375,57.970000
1376,93.770000
1377,26.240000
1378,52.590000
1379,94.020000
1380,48.340000
1381,70.500000
1382,7.740000
1383,2.820000
1384,89.730000
1385,46.150000
1386,37.330000
1387,1.430000
1388,34.040000
1389,92.120000
1390,42.070000
1391,103.860000
1392,57.690000
1393,40.650000
1394,12.470000
1395,4.550000
1396,70.940000
1397,77.450000
1398,45.470000
1399,52.760000
1400,87.940000
1401,62.250000
1402,59.040000
1403,103.100000
1404,20.340000
1405,55.270000
1406,54.000000
1407,67.120000
1408,103.610000
1409,49.100000
1410,34.130000
1411,84.350000
1412,83.630000
1413,81.310000
1414,90.220000
1415,61.230000
1416,77.020000
1417,15.550000
1418,104.080000
1419,53.290000
1420,104.120000
1421,88.110000
1422,57.270000
1423,79.740000
1424,27.250000
1425,90.650000
1426,38.780000
1427,91.160000
1428,48.580000
1429,51.750000
1430,59.900000
1431,12.760000
1432,16.700000
1433,17.380000
1434,72.840000
1435,39.640000
1436,53.620000
1437,48.720000
1438,22.310000
1439,87.010000
1440,58.630000
1441,74.820000
1442,72.230000
1443,58.800000
1444,4.450000
1445,74.950000
1446,38.430000
1447,10.880000
1448,56.880000
1449,58.930000
1450,100.320000
1451,36.520000
1452,70.370000
1453,18.000000
1454,39.520000
1455,30.890000
1456,20.070000
1457,97.700000
1458,64.340000
1459,95.750000
1460,50.400000
1461,33.470000
1462,48.650000
1463,43.140000
1464,6.970000
1465,58.530000
1466,15.250000
1467,82.530000
1468,86.490000
1469,59.990000
1470,15.160000
1471,14.340000
1472,50.930000
1473,18.720000
1474,68.010000
1475,99.070000
1476,21.900000
1477,28.730000
1478,35.020000
1479,93.070000
1480,11.780000
1481,61.460000
1482,27.720000
1483,84.350000
1484,77.330000
1485,86.750000
1486,38.390000
1487,42.910000
1488,56.330000
1489,102.420000
1490,34.600000
1491,42.810000
1492,57.330000
1493,1.730000
1494,90.960000
1495,56.270000
1496,68.610000
1497,57.590000
1498,49.050000
1499,47.170000
1500,75.090000
1501,6.880000
1502,64.210000
1503,48.570000
1504,11.030000
1505,37.910000
1506,27.160000
1507,98.580000
1508,75.820000
1509,8.330000
1510,1.040000
1511,12.380000
1512,71.170000
1513,51.430000
1514,84.630000
1515,23.580000
1516,45.790000
1517,48.220000
1518,67.800000
1519,33.090000
1520,49.790000
1521,74.270000
1522,3.980000
1523,47.290000
1524,61.220000
1525,22.890000
1526,28.890000
1527,82.710000
1528,21.540000
1529,27.600000
1530,66.400000
1531,8.440000
1532,88.030000
1533,37.170000
1534,16.750000
1535,84.000000
1536,5.210000
1537,95.180000
1538,95.330000
1539,64.610000
1540,36.700000
1541,21.500000
1542,95.130000
1543,14.130000
1544,11.160000
1545,23.170000
1546,70.220000
1547,97.140000
1548,22.880000
1549,53.430000
1550,76.160000
1551,44.590000
1552,55.920000
1553,61.200000
1554,8.620000
1555,61.670000
1556,90.290000
1557,75.470000
1558,85.320000
1559,86.790000
1560,75.740000
1561,59.140000
1562,47.970000
1563,58.520000
1564,57.170000
1565,4.080000
1566,73.650000
1567,6.170000
1568,70.650000
1569,39.140000
1570,44.300000
1571,73.130000
1572,62.820000
1573,47.900000
1574,42.650000
1575,54.400000
1576,72.640000
1577,98.290000
1578,30.320000
1579,31.850000
1580,98.720000
1581,24.960000
1582,88.670000
1583,7.080000
1584,25.710000
1585,44.210000
1586,23.490000
1587,12.040000
1588,101.370000
1589,43.040000
1590,33.720000
1591,67.530000
1592,23.180000
1593,12.140000
1594,25.900000
1595,103.610000
1596,9.910000
1597,103.830000
1598,46.190000
1599,75.890000
1600,68.450000
1601,94.510000
1602,87.740000
1603,17.820000
1604,4.200000
1605,83.600000
1606,34.270000
1607,89.370000
1608,14.660000
1609,17.160000
1610,48.010000
1611,1.400000
1612,55.850000
1613,96.780000
1614,67.450000
1615,97.440000
1616,15.860000
1617,9.270000
1618,77.990000
1619,61.240000
1620,49.080000
1621,34.650000
1622,94.290000
1623,11.810000
1624,95.640000
1625,43.320000
1626,14.720000
1627,5.520000
1628,8.880000
1629,94.870000
1630,33.580000
1631,81.860000
1632,62.400000
1633,3.240000
1634,76.600000
1635,1.270000
1636,94.190000
1637,10.780000
1638,98.790000
1639,82.580000
1640,36.740000
1641,20.770000
1642,70.350000
1643,68.440000
1644,6.940000
1645,71.130000
1646,51.040000
1647,69.700000
1648,34.990000
1649,74.940000
1650,10.560000
1651,40.860000
1652,50.980000
1653,55.280000
1654,62.140000
1655,45.660000
1656,50.530000
1657,43.130000
1658,77.280000
1659,28.150000
1660,48.050000
1661,77.780000
1662,1.050000
1663,86.580000
1664,48.110000
1665,63.360000
1666,35.040000
1667,81.960000
1668,91.520000
1669,16.920000
1670,20.930000
1671,82.520000
1672,14.180000
1673,84.340000
1674,27.540000
1675,45.770000
1676,85.390000
1677,28.540000
1678,86.370000
1679,94.530000
1680,5.660000
1681,29.660000
1682,69.380000
1683,90.500000
1684,98.080000
1685,31.460000
1686,56.030000
1687,89.020000
1688,37.960000
1689,5.760000
1690,74.950000
1691,70.820000
1692,26.210000
1693,13.230000
1694,57.960000
1695,87.400000
1696,79.960000
1697,65.940000
1698,100.320000
1699,69.690000
1700,8.230000
1701,65.150000
1702,37.730000
1703,64.160000
1704,.830000
1705,21.900000
1706,97.820000
1707,54.770000
1708,89.260000
1709,18.650000
1710,19.530000
1711,78.540000
1712,99.690000
1713,71.730000
1714,94.860000
1715,57.770000
1716,55.790000
1717,78.300000
1718,21.390000
1719,48.480000
1720,20.410000
1721,39.940000
1722,80.220000
1723,101.120000
1724,11.300000
1725,47.100000
1726,84.920000
1727,22.210000
1728,94.740000
1729,21.990000
1730,96.780000
1731,80.680000
1732,31.110000
1733,.850000
1734,25.780000
1735,90.880000
1736,54.980000
1737,77.920000
1738,2.030000
1739,14.950000
1740,9.280000
1741,59.100000
1742,80.520000
1743,30.120000
1744,76.870000
1745,80.620000
1746,23.730000
1747,40.320000
1748,81.230000
1749,67.150000
1750,45.490000
1751,72.720000
1752,1.420000
1753,42.620000
1754,76.140000
1755,69.440000
1756,66.010000
1757,41.910000
1758,96.460000
1759,24.480000
1760,52.220000
1761,59.730000
1762,30.170000
1763,66.950000
1764,56.150000
1765,51.170000
1766,83.880000
1767,48.310000
1768,57.440000
1769,64.970000
1770,47.580000
1771,104.280000
1772,18.320000
1773,5.440000
1774,51.520000
1775,99.260000
1776,46.790000
1777,78.130000
1778,7.060000
1779,50.930000
1780,64.640000
1781,57.810000
1782,79.500000
1783,21.700000
1784,.430000
1785,23.510000
1786,1.900000
1787,2.730000
1788,75.440000
1789,69.930000
1790,21.330000
1791,54.850000
1792,22.690000
1793,14.330000
1794,38.560000
1795,96.770000
1796,71.370000
1797,80.170000
1798,21.750000
1799,47.050000
1800,15.930000
1801,98.150000
1802,85.930000
1803,98.570000
1804,104.360000
1805,5.240000
1806,69.240000
1807,99.500000
1808,28.970000
1809,4.190000
1810,93.380000
1811,3.900000
1812,5.170000
1813,50.840000
1814,19.380000
1815,33.550000
1816,100.910000
1817,103.940000
1818,66.450000
1819,31.710000
1820,26.920000
1821,83.710000
1822,73.630000
1823,18.000000
1824,11.320000
1825,67.020000
1826,42.690000
1827,84.560000
1828,69.250000
1829,54.810000
1830,42.130000
1831,92.700000
1832,68.480000
1833,58.640000
1834,65.750000
1835,42.210000
1836,12.870000
1837,33.430000
1838,17.570000
1839,95.030000
1840,61.190000
1841,46.380000
1842,2.120000
1843,104.490000
1844,73.220000
1845,64.070000
1846,93.330000
1847,44.550000
1848,69.060000
1849,7.220000
1850,39.430000
1851,38.420000
1852,102.820000
1853,81.840000
1854,51.840000
1855,36.600000
1856,85.430000
1857,58.520000
1858,87.310000
1859,55.450000
1860,36.330000
1861,33.370000
1862,73.690000
1863,71.340000
1864,25.330000
1865,69.200000
1866,93.570000
1867,90.720000
1868,39.980000
1869,9.650000
1870,41.450000
1871,35.260000
1872,74.150000
1873,62.060000
